# meta_json: {"atom_symbols": ["N", "N", "N", "N", "N", "N", "N", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta"], "lattice_vectors_override_angstrom": null, "lattice_vectors_raw": [[2.9399421782000004, -5.0921292238, 0.0], [2.9399421782000004, 5.0921292238, 0.0], [0.0, 0.0, 5.78035016]], "source_format": "phonopy_force_constants", "thickness_angstrom": null, "thickness_direction": null, "transport_direction": 1, "transverse_area_m2": 2.9434289974214144e-19}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
1.5498847161e-03	5.09887577	170.08018836	2.149374074372e+00	7.302279335616e+18
1.5613653436e-03	5.13664522	171.34004161	2.263672806478e+00	7.690597627670e+18
1.5728459711e-03	5.17441467	172.59989485	2.321884062198e+00	7.888364435601e+18
1.5843265987e-03	5.21218412	173.85974810	1.658000718301e+00	5.632888443219e+18
1.5958072262e-03	5.24995357	175.11960135	1.605145407781e+00	5.453317913179e+18
1.6072878537e-03	5.28772302	176.37945459	2.041326495343e+00	6.935198698971e+18
1.6187684812e-03	5.32549247	177.63930784	2.292111252776e+00	7.787214350284e+18
1.6302491088e-03	5.36326192	178.89916109	1.534992393024e+00	5.214980196120e+18
1.6417297363e-03	5.40103137	180.15901434	1.252045809783e+00	4.253698019825e+18
1.6532103638e-03	5.43880082	181.41886758	1.204194316753e+00	4.091127449678e+18
1.6646909913e-03	5.47657027	182.67872083	1.619241283079e+00	5.501207212734e+18
1.6761716189e-03	5.51433972	183.93857408	2.346171162434e+00	7.970877383111e+18
1.6876522464e-03	5.55210917	185.19842732	1.927513509557e+00	6.548530680528e+18
1.6991328739e-03	5.58987862	186.45828057	1.277089866060e+00	4.338782648329e+18
1.7106135014e-03	5.62764807	187.71813382	1.548629077679e+00	5.261309442271e+18
1.7220941290e-03	5.66541753	188.97798707	1.767892154800e+00	6.006233397677e+18
1.7335747565e-03	5.70318698	190.23784031	1.823050524890e+00	6.193628337858e+18
1.7450553840e-03	5.74095643	191.49769356	1.768709618956e+00	6.009010648823e+18
1.7565360116e-03	5.77872588	192.75754681	1.657646827528e+00	5.631686135388e+18
1.7680166391e-03	5.81649533	194.01740005	1.545512423890e+00	5.250720928699e+18
1.7794972666e-03	5.85426478	195.27725330	1.435941972289e+00	4.878466487715e+18
1.7909778941e-03	5.89203423	196.53710655	1.490021095956e+00	5.062194798182e+18
1.8024585217e-03	5.92980368	197.79695979	1.488595810933e+00	5.057352537590e+18
1.8139391492e-03	5.96757313	199.05681304	1.983535136097e+00	6.738858446508e+18
1.8254197767e-03	6.00534258	200.31666629	1.933466479901e+00	6.568755290497e+18
1.8369004042e-03	6.04311203	201.57651954	2.164656544692e+00	7.354199970812e+18
1.8483810318e-03	6.08088148	202.83637278	1.840372009855e+00	6.252476317475e+18
1.8598616593e-03	6.11865093	204.09622603	1.260926189267e+00	4.283868203960e+18
1.8713422868e-03	6.15642038	205.35607928	1.375806695689e+00	4.674163014952e+18
1.8828229143e-03	6.19418983	206.61593252	1.473262542486e+00	5.005259320936e+18
1.8943035419e-03	6.23195928	207.87578577	1.819472432161e+00	6.181472132521e+18
1.9057841694e-03	6.26972873	209.13563902	2.039638047587e+00	6.929462369822e+18
1.9172647969e-03	6.30749818	210.39549227	1.993437734717e+00	6.772501515965e+18
1.9287454245e-03	6.34526763	211.65534551	2.254530836092e+00	7.659538715107e+18
1.9402260520e-03	6.38303708	212.91519876	2.158546457082e+00	7.333441570947e+18
1.9517066795e-03	6.42080653	214.17505201	2.464244577213e+00	8.372019774799e+18
1.9631873070e-03	6.45857598	215.43490525	2.204031871826e+00	7.487973631287e+18
1.9746679346e-03	6.49634543	216.69475850	2.252012692278e+00	7.650983578168e+18
1.9861485621e-03	6.53411488	217.95461175	2.294386446652e+00	7.794944089569e+18
1.9976291896e-03	6.57188433	219.21446500	1.898927737809e+00	6.451413434712e+18
2.0091098171e-03	6.60965378	220.47431824	2.103984280954e+00	7.148072138982e+18
2.0205904447e-03	6.64742323	221.73417149	1.492675094374e+00	5.071211487289e+18
2.0320710722e-03	6.68519268	222.99402474	1.541693038206e+00	5.237744955142e+18
2.0435516997e-03	6.72296213	224.25387798	1.483316030081e+00	5.039415020307e+18
2.0550323272e-03	6.76073158	225.51373123	1.254997695583e+00	4.263726750950e+18
2.0665129548e-03	6.79850103	226.77358448	1.099307925231e+00	3.734786625374e+18
2.0779935823e-03	6.83627048	228.03343773	8.840458085533e-01	3.003455525266e+18
2.0894742098e-03	6.87403993	229.29329097	1.157459343265e+00	3.932350140871e+18
2.1009548374e-03	6.91180938	230.55314422	1.266767786818e+00	4.303714436217e+18
2.1124354649e-03	6.94957883	231.81299747	1.261631356209e+00	4.286263936769e+18
2.1239160924e-03	6.98734828	233.07285071	1.422521647083e+00	4.832872300741e+18
2.1353967199e-03	7.02511773	234.33270396	1.486638326345e+00	5.050702183228e+18
2.1468773475e-03	7.06288718	235.59255721	1.596707159754e+00	5.424649825605e+18
2.1583579750e-03	7.10065663	236.85241046	1.106631578397e+00	3.759667990519e+18
2.1698386025e-03	7.13842608	238.11226370	1.324854779103e+00	4.501059071797e+18
2.1813192300e-03	7.17619553	239.37211695	9.411485399814e-01	3.197456234908e+18
2.1927998576e-03	7.21396498	240.63197020	8.309203479868e-01	2.822967187979e+18
2.2042804851e-03	7.25173443	241.89182344	7.203566468849e-01	2.447338283057e+18
