temperature_k,electrical_conductance_per_area_s_m^-2,electronic_thermal_conductance_per_area_w_k^-1_m^-2,chemical_potential_ev,transmission_direction,area_angstrom^2
50.0,302793889625331.6,339698169.49673593,0.0,2,33.98778712895642
51.75879396984924,302573128390876.06,353266486.20811003,0.0,2,33.98778712895642
53.517587939698494,302381622148630.9,367148918.8609902,0.0,2,33.98778712895642
55.27638190954774,302219048639457.1,381345904.4148679,0.0,2,33.98778712895642
57.03517587939699,302084937298456.44,395855726.32164764,0.0,2,33.98778712895642
58.79396984924623,301978708789669.75,410674725.6279294,0.0,2,33.98778712895642
60.552763819095475,301899706145720.1,425797528.20309097,0.0,2,33.98778712895642
62.311557788944725,301847219104815.25,441217280.8011262,0.0,2,33.98778712895642
64.07035175879398,301820502979108.5,456925889.25199986,0.0,2,33.98778712895642
65.82914572864321,301818793158893.44,472914252.9217836,0.0,2,33.98778712895642
67.58793969849246,301841316158069.2,489172490.546521,0.0,2,33.98778712895642
69.34673366834171,301887297936757.5,505690153.5375709,0.0,2,33.98778712895642
71.10552763819095,301955970094549.94,522456423.81210536,0.0,2,33.98778712895642
72.8643216080402,302046574409630.25,539460294.081336,0.0,2,33.98778712895642
74.62311557788945,302158366101789.8,556690729.3085669,0.0,2,33.98778712895642
76.3819095477387,302290616118084.75,574136808.7196081,0.0,2,33.98778712895642
78.14070351758794,302442612675720.3,591787848.3084913,0.0,2,33.98778712895642
79.89949748743719,302613662245181.4,609633504.2365415,0.0,2,33.98778712895642
81.65829145728644,302803090115456.2,627663857.8808502,0.0,2,33.98778712895642
83.41708542713567,303010240650521.2,645869483.5591787,0.0,2,33.98778712895642
85.17587939698493,303234477320494.3,664241500.1531067,0.0,2,33.98778712895642
86.93467336683418,303475182570674.94,682771607.9806118,0.0,2,33.98778712895642
88.69346733668343,303731757575977.3,701452112.3437029,0.0,2,33.98778712895642
90.45226130653266,304003621916116.75,720275935.2056799,0.0,2,33.98778712895642
92.21105527638191,304290213197588.5,739236616.4448664,0.0,2,33.98778712895642
93.96984924623115,304590986641391.0,758328306.0948993,0.0,2,33.98778712895642
95.7286432160804,304905414650092.94,777545748.9226211,0.0,2,33.98778712895642
97.48743718592965,305232986363852.56,796884262.6191074,0.0,2,33.98778712895642
99.2462311557789,305573207212058.3,816339710.7922904,0.0,2,33.98778712895642
101.00502512562815,305925598465104.0,835908471.8551493,0.0,2,33.98778712895642
102.76381909547739,306289696789288.3,855587404.8049685,0.0,2,33.98778712895642
104.52261306532664,306665053806743.5,875373812.7894199,0.0,2,33.98778712895642
106.28140703517587,307051235661561.0,895265405.2565273,0.0,2,33.98778712895642
108.04020100502512,307447822592792.6,915260259.3895907,0.0,2,33.98778712895642
109.79899497487438,307854408514691.75,935356781.4361928,0.0,2,33.98778712895642
111.55778894472363,308270600604377.8,955553668.4535418,0.0,2,33.98778712895642
113.31658291457288,308696018897003.94,975849870.9111787,0.0,2,33.98778712895642
115.07537688442211,309130295888467.7,996244556.5169983,0.0,2,33.98778712895642
116.83417085427136,309573076145697.4,1016737075.5637981,0.0,2,33.98778712895642
118.5929648241206,310024015924558.94,1037326928.0312247,0.0,2,33.98778712895642
120.35175879396985,310482782795450.5,1058013732.6219676,0.0,2,33.98778712895642
122.1105527638191,310949055276676.56,1078797197.861178,0.0,2,33.98778712895642
123.86934673366835,311422522475714.8,1099677095.3441179,0.0,2,33.98778712895642
125.62814070351759,311902883738504.3,1120653235.1786265,0.0,2,33.98778712895642
127.38693467336684,312389848306894.44,1141725443.6358275,0.0,2,33.98778712895642
129.1457286432161,312883134984396.56,1162893542.9941719,0.0,2,33.98778712895642
130.90452261306532,313382471810374.2,1184157333.5380523,0.0,2,33.98778712895642
132.66331658291458,313887595742799.56,1205516577.6524396,0.0,2,33.98778712895642
134.42211055276383,314398252349687.0,1226970985.938882,0.0,2,33.98778712895642
136.18090452261305,314914195509294.94,1248520205.265412,0.0,2,33.98778712895642
137.9396984924623,315435187119162.5,1270163808.6530857,0.0,2,33.98778712895642
139.69849246231155,315960996814025.56,1291901286.8945975,0.0,2,33.98778712895642
141.4572864321608,316491401692625.3,1313732041.7955005,0.0,2,33.98778712895642
143.21608040201005,317026186053397.5,1335655380.9255712,0.0,2,33.98778712895642
144.9748743718593,317565141139004.5,1357670513.7666051,0.0,2,33.98778712895642
146.73366834170855,318108064889641.75,1379776549.1431243,0.0,2,33.98778712895642
148.4924623115578,318654761705027.94,1401972493.8239117,0.0,2,33.98778712895642
