temperature_k,electrical_conductance_per_area_s_m^-2,electronic_thermal_conductance_per_area_w_k^-1_m^-2,chemical_potential_ev,transmission_direction,area_angstrom^2
50.0,290706530174653.56,405874422.79719985,0.0,3,29.9411133444
51.75879396984924,291626951807119.2,424733783.1112279,0.0,3,29.9411133444
53.517587939698494,292583781892061.06,443892005.2885063,0.0,3,29.9411133444
55.27638190954774,293574596863299.5,463342734.8291178,0.0,3,29.9411133444
57.03517587939699,294597085449985.44,483079937.3778701,0.0,3,29.9411133444
58.79396984924623,295649046897175.6,503097831.24806064,0.0,3,29.9411133444
60.552763819095475,296728388439323.44,523390815.0449244,0.0,3,29.9411133444
62.311557788944725,297833122240267.2,543953396.1769183,0.0,3,29.9411133444
64.07035175879398,298961361954873.9,564780124.5070696,0.0,3,29.9411133444
65.82914572864321,300111319028169.75,585865534.0284445,0.0,3,29.9411133444
67.58793969849246,301281298820880.94,607204094.2907501,0.0,3,29.9411133444
69.34673366834171,302469696631419.6,628790172.3702984,0.0,3,29.9411133444
71.10552763819095,303674993670655.2,650618005.4536916,0.0,3,29.9411133444
72.8643216080402,304895753035465.8,672681683.5751956,0.0,3,29.9411133444
74.62311557788945,306130615718907.56,694975141.6817964,0.0,3,29.9411133444
76.3819095477387,307378296688146.4,717492159.9696916,0.0,3,29.9411133444
78.14070351758794,308637581055609.94,740226371.31386,0.0,3,29.9411133444
79.89949748743719,309907320363874.0,763171274.5733972,0.0,3,29.9411133444
81.65829145728644,311186429000434.75,786320252.5776957,0.0,3,29.9411133444
83.41708542713567,312473880754645.4,809666593.664187,0.0,3,29.9411133444
85.17587939698493,313768705525655.2,833203515.7323244,0.0,3,29.9411133444
86.93467336683418,315069986187151.7,856924191.8890857,0.0,3,29.9411133444
88.69346733668343,316376855612049.4,880821776.8795359,0.0,3,29.9411133444
90.45226130653266,317688493857963.4,904889433.6151307,0.0,3,29.9411133444
92.21105527638191,319004125512350.1,929120359.22773,0.0,3,29.9411133444
93.96984924623115,320323017194543.9,953507810.1854227,0.0,3,29.9411133444
95.7286432160804,321644475210578.2,978045126.1052071,0.0,3,29.9411133444
97.48743718592965,322967843355591.7,1002725751.9861988,0.0,3,29.9411133444
99.2462311557789,324292500857791.06,1027543258.6649531,0.0,3,29.9411133444
101.00502512562815,325617860457321.1,1052491361.3617554,0.0,3,29.9411133444
