energy_ev,averaged_transmission,transmission_per_area_m^-2,transmission_direction,area_angstrom^2
-0.183746629833933,6.68,8.735163084181853e+18,1,76.47252759477995
-0.1819091635355937,6.217500000000001,8.130370729925252e+18,1,76.47252759477995
-0.18007169723725436,5.6225000000000005,7.352313539043784e+18,1,76.47252759477995
-0.178234230938915,5.9525,7.78384105667552e+18,1,76.47252759477995
-0.1763967646405757,5.555,7.264046546800927e+18,1,76.47252759477995
-0.17455929834223635,5.8825,7.69230491657182e+18,1,76.47252759477995
-0.17272183204389704,5.7975,7.581153889303039e+18,1,76.47252759477995
-0.1708843657455577,6.015000000000001,7.865569753196684e+18,1,76.47252759477995
-0.16904689944721835,6.205,8.114024990621018e+18,1,76.47252759477995
-0.16720943314887904,5.915,7.734803838762824e+18,1,76.47252759477995
-0.1653719668505397,5.5825000000000005,7.300007173270239e+18,1,76.47252759477995
-0.1635345005522004,5.2475000000000005,6.861941359916808e+18,1,76.47252759477995
-0.16169703425386106,5.5625,7.273853990383466e+18,1,76.47252759477995
-0.1598595679555217,4.7275,6.181958604860735e+18,1,76.47252759477995
-0.1580221016571824,5.5175,7.21500932888823e+18,1,76.47252759477995
-0.15618463535884305,6.04,7.898261231805149e+18,1,76.47252759477995
-0.15434716906050372,6.37,8.329788749436887e+18,1,76.47252759477995
-0.1525097027621644,5.699999999999999,7.453657122730024e+18,1,76.47252759477995
-0.15067223646382505,5.4625,7.143088075949607e+18,1,76.47252759477995
-0.14883477016548574,4.5175,5.907350184549629e+18,1,76.47252759477995
-0.1469973038671464,3.66,4.78603246827928e+18,1,76.47252759477995
-0.14515983756880707,3.1799999999999997,4.1583560789967503e+18,1,76.47252759477995
-0.14332237127046774,2.725,3.5633711683226875e+18,1,76.47252759477995
-0.1414849049721284,2.19,2.863773526101536e+18,1,76.47252759477995
-0.1396474386737891,1.8849999999999998,2.4649374870782623e+18,1,76.47252759477995
-0.13780997237544976,1.4849999999999999,1.9418738293428221e+18,1,76.47252759477995
-0.13597250607711042,1.3375,1.7489941055528786e+18,1,76.47252759477995
-0.1341350397787711,1.2825,1.6770728526142556e+18,1,76.47252759477995
-0.13229757348043175,0.9450000000000001,1.2357378913999777e+18,1,76.47252759477995
-0.13046010718209242,0.855,1.1180485684095036e+18,1,76.47252759477995
-0.1286226408837531,0.5725,7.48634860133849e+17,1,76.47252759477995
-0.12678517458541377,0.7174999999999999,9.382454360629459e+17,1,76.47252759477995
-0.12494770828707444,1.1575,1.5136154595719304e+18,1,76.47252759477995
-0.1231102419887351,1.145,1.497269720267698e+18,1,76.47252759477995
-0.12127277569039578,1.08,1.412271875885689e+18,1,76.47252759477995
-0.11943530939205646,1.2125,1.5855367125105533e+18,1,76.47252759477995
-0.11759784309371712,1.02,1.333812327225373e+18,1,76.47252759477995
-0.11576037679537779,1.015,1.3272740315036797e+18,1,76.47252759477995
-0.11392291049703845,1.23,1.608420747536479e+18,1,76.47252759477995
-0.11208544419869913,1.2550000000000001,1.641112226144944e+18,1,76.47252759477995
-0.11024797790035981,1.0450000000000002,1.366503805833838e+18,1,76.47252759477995
-0.10841051160202046,1.14,1.4907314245460047e+18,1,76.47252759477995
-0.10657304530368114,1.525,1.994180195116366e+18,1,76.47252759477995
-0.10473557900534182,1.6175,2.1151386659676867e+18,1,76.47252759477995
-0.10289811270700248,2.1175,2.7689682381369876e+18,1,76.47252759477995
-0.10106064640866315,1.88,2.4583991913565696e+18,1,76.47252759477995
-0.09922318011032381,2.0949999999999998,2.7395459073893683e+18,1,76.47252759477995
-0.09738571381198449,2.2,2.876850117544922e+18,1,76.47252759477995
-0.09554824751364516,2.3049999999999997,3.0141543277004744e+18,1,76.47252759477995
-0.09371078121530582,2.4450000000000003,3.1972266079078794e+18,1,76.47252759477995
-0.0918733149169665,2.595,3.3933754795586693e+18,1,76.47252759477995
-0.09003584861862717,2.54,3.3214542266200463e+18,1,76.47252759477995
-0.08819838232028784,2.6325000000000003,3.442412697471367e+18,1,76.47252759477995
-0.0863609160219485,2.5,3.269147860846502e+18,1,76.47252759477995
-0.08452344972360917,2.5549999999999997,3.341069113785125e+18,1,76.47252759477995
-0.08268598342526985,2.8499999999999996,3.726828561365012e+18,1,76.47252759477995
-0.08084851712693052,2.65,3.465296732497292e+18,1,76.47252759477995
-0.0790110508285912,2.6475,3.4620275846364457e+18,1,76.47252759477995
-0.07717358453025185,2.3725,3.1024213199433303e+18,1,76.47252759477995
-0.07533611823191252,2.4675,3.226648938655497e+18,1,76.47252759477995
-0.0734986519335732,1.9975,2.6120491408163553e+18,1,76.47252759477995
-0.07166118563523387,2.295,3.0010777362570885e+18,1,76.47252759477995
-0.06982371933689455,2.435,3.184150016464493e+18,1,76.47252759477995
-0.0679862530385552,2.95,3.8575944757988726e+18,1,76.47252759477995
-0.06614878674021588,3.315,4.3348900634824617e+18,1,76.47252759477995
-0.06431132044187655,4.38,5.727547052203071e+18,1,76.47252759477995
-0.06247385414353721,4.7375,6.195035196304121e+18,1,76.47252759477995
-0.06063638784519789,4.7325,6.188496900582429e+18,1,76.47252759477995
-0.05879892154685855,4.4925,5.874658705941164e+18,1,76.47252759477995
-0.05696145524851923,4.51,5.897542740967089e+18,1,76.47252759477995
-0.055123988950179906,4.8925,6.397722363676604e+18,1,76.47252759477995
-0.053286522651840564,5.907500000000001,7.724996395180285e+18,1,76.47252759477995
-0.05144905635350124,6.029999999999999,7.885184640361762e+18,1,76.47252759477995
-0.0496115900551619,6.14,8.029027146239009e+18,1,76.47252759477995
-0.04777412375682258,5.92,7.741342134484517e+18,1,76.47252759477995
-0.04593665745848325,6.07,7.937491006135307e+18,1,76.47252759477995
-0.044099191160143915,5.737500000000001,7.502694340642723e+18,1,76.47252759477995
-0.04226172486180459,5.6325,7.365390130487169e+18,1,76.47252759477995
-0.04042425856346525,5.15,6.734444593343794e+18,1,76.47252759477995
-0.03858679226512592,5.130000000000001,6.708291410457023e+18,1,76.47252759477995
-0.0367493259667866,4.5275,5.920426775993015e+18,1,76.47252759477995
-0.03491185966844728,4.45,5.819083192306774e+18,1,76.47252759477995
-0.033074393370107924,5.0600000000000005,6.616755270353321e+18,1,76.47252759477995
-0.0312369270717686,3.7750000000000004,4.936413269878219e+18,1,76.47252759477995
-0.029399460773429274,3.725,4.871030312661288e+18,1,76.47252759477995
-0.027561994475089953,3.5250000000000004,4.6094984837935683e+18,1,76.47252759477995
-0.025724528176750628,3.01,3.936054024459188e+18,1,76.47252759477995
-0.023887061878411272,2.745,3.589524351209459e+18,1,76.47252759477995
-0.022049595580071947,2.065,2.700316133059211e+18,1,76.47252759477995
-0.020212129281732626,1.2925,1.6901494440576415e+18,1,76.47252759477995
-0.0183746629833933,0.7525000000000001,9.840135061147972e+17,1,76.47252759477995
-0.016537196685053976,0.5975,7.81326338742314e+17,1,76.47252759477995
-0.014699730386714622,0.4475,5.851774670915238e+17,1,76.47252759477995
-0.012862264088375297,0.3325,4.3479666549258477e+17,1,76.47252759477995
-0.011024797790035974,0.2475,3.236456382238037e+17,1,76.47252759477995
-0.00918733149169665,0.2575,3.367222296671897e+17,1,76.47252759477995
-0.007349865193357294,0.3025,3.9556689116242675e+17,1,76.47252759477995
-0.00551239889501797,0.43250000000000005,5.655625799264449e+17,1,76.47252759477995
-0.003674932596678647,0.64,8.369018523767045e+17,1,76.47252759477995
-0.0018374662983393236,0.7575,9.905518018364901e+17,1,76.47252759477995
0.0,0.7675000000000001,1.0036283932798762e+18,1,76.47252759477995
