# meta_json: {"summary": {"has_transmission_per_m2": true, "n_temperature_points": 401, "temperature_max_k": 400.0, "temperature_min_k": 0.0, "transmission_metadata": {"atom_symbols": ["N", "Ta"], "lattice_vectors_override_angstrom": null, "lattice_vectors_raw": [[1.4699710891, -2.5460646119, 0.0], [1.4699710891, 2.5460646119, 0.0], [0.0, 0.0, 2.89017508]], "source_format": "phonopy_force_constants", "thickness_angstrom": null, "thickness_direction": null, "transport_direction": 2, "transverse_area_m2": 7.358572493553535e-20}, "transmission_path": "/home/zhouhb/Desktop/workspace/TaN/phonon_hybrid/pristine/y/transmission.tsv"}}
# temperature_K	conductance_W_per_K	conductance_per_area_W_per_m2K
0.00000000	0.000000000000e+00	0.000000000000e+00
1.00000000	1.725613450008e-15	2.345038323017e+04
2.00000000	1.186776347879e-14	1.612780670325e+05
3.00000000	2.293797861096e-14	3.117177772055e+05
4.00000000	3.410118519947e-14	4.634212033564e+05
5.00000000	4.577745921215e-14	6.220970066172e+05
6.00000000	5.885424017782e-14	7.998051283641e+05
7.00000000	7.445333086546e-14	1.011790410853e+06
8.00000000	9.369814319655e-14	1.273319564068e+06
9.00000000	1.176288313141e-13	1.598527858728e+06
10.00000000	1.472050288619e-13	2.000456324795e+06
11.00000000	1.833311932110e-13	2.491396169184e+06
12.00000000	2.268810321266e-13	3.083220724201e+06
13.00000000	2.787180562086e-13	3.787664746835e+06
14.00000000	3.397133716891e-13	4.616566215617e+06
15.00000000	4.107607211665e-13	5.582070728070e+06
16.00000000	4.927874862753e-13	6.696781022502e+06
17.00000000	5.867600185039e-13	7.973829421643e+06
18.00000000	6.936821206397e-13	9.426857196113e+06
19.00000000	8.145863704084e-13	1.106989665621e+07
20.00000000	9.505189095309e-13	1.291716444139e+07
21.00000000	1.102519077349e-12	1.498278474955e+07
22.00000000	1.271595730242e-12	1.728046752757e+07
23.00000000	1.458702238391e-12	1.982316868753e+07
24.00000000	1.664712038639e-12	2.262275787997e+07
25.00000000	1.890396326385e-12	2.568971533597e+07
26.00000000	2.136405075246e-12	2.903287393197e+07
27.00000000	2.403252152532e-12	3.265921691521e+07
28.00000000	2.691304904013e-12	3.657373636491e+07
29.00000000	3.000778245025e-12	4.077935289289e+07
30.00000000	3.331733031790e-12	4.527689351037e+07
31.00000000	3.684078299145e-12	5.006512203790e+07
32.00000000	4.057576832792e-12	5.514081482987e+07
33.00000000	4.451853485158e-12	6.049887378372e+07
34.00000000	4.866405631850e-12	6.613246843886e+07
35.00000000	5.300615188218e-12	7.203319927692e+07
36.00000000	5.753761651879e-12	7.819127496426e+07
37.00000000	6.225035697836e-12	8.459569710416e+07
38.00000000	6.713552920801e-12	9.123444698931e+07
39.00000000	7.218367388878e-12	9.809466979094e+07
40.00000000	7.738484739986e-12	1.051628525338e+08
41.00000000	8.272874614644e-12	1.124249930525e+08
42.00000000	8.820482274506e-12	1.198667578832e+08
43.00000000	9.380239304556e-12	1.274736277012e+08
44.00000000	9.951073337976e-12	1.352310294788e+08
45.00000000	1.053191677674e-11	1.431244549941e+08
46.00000000	1.112171450838e-11	1.511395656987e+08
47.00000000	1.171943064073e-11	1.592622842406e+08
48.00000000	1.232405429299e-11	1.674788731617e+08
49.00000000	1.293460449287e-11	1.757760014487e+08
50.00000000	1.355013423801e-11	1.841407997255e+08
51.00000000	1.416973378467e-11	1.925609049457e+08
52.00000000	1.479253322927e-11	2.010244954742e+08
53.00000000	1.541770444894e-11	2.095203174589e+08
54.00000000	1.604446246621e-11	2.180377033761e+08
55.00000000	1.667206630109e-11	2.265665836097e+08
56.00000000	1.729981937062e-11	2.350974918814e+08
57.00000000	1.792706949284e-11	2.436215653042e+08
58.00000000	1.855320854801e-11	2.521305397788e+08
59.00000000	1.917767184621e-11	2.606167413994e+08
60.00000000	1.979993724620e-11	2.690730744794e+08
61.00000000	2.041952406651e-11	2.774930067536e+08
62.00000000	2.103599182579e-11	2.858705522603e+08
63.00000000	2.164893884581e-11	2.942002523556e+08
64.00000000	2.225800074666e-11	3.024771552656e+08
65.00000000	2.286284886088e-11	3.106967945334e+08
66.00000000	2.346318858962e-11	3.188551666804e+08
67.00000000	2.405875772136e-11	3.269487083594e+08
68.00000000	2.464932473122e-11	3.349742732414e+08
69.00000000	2.523468707601e-11	3.429291088471e+08
70.00000000	2.581466949856e-11	3.508108335031e+08
71.00000000	2.638912235251e-11	3.586174135761e+08
72.00000000	2.695791995707e-11	3.663471411158e+08
73.00000000	2.752095898981e-11	3.739986120123e+08
74.00000000	2.807815692382e-11	3.815707047586e+08
75.00000000	2.862945051467e-11	3.890625598886e+08
76.00000000	2.917479434116e-11	3.964735601465e+08
77.00000000	2.971415940307e-11	4.038033114317e+08
78.00000000	3.024753177830e-11	4.110516245481e+08
79.00000000	3.077491134067e-11	4.182184977810e+08
80.00000000	3.129631053949e-11	4.253041003117e+08
81.00000000	3.181175324113e-11	4.323087564742e+08
82.00000000	3.232127363232e-11	4.392329308523e+08
83.00000000	3.282491518472e-11	4.460772142081e+08
84.00000000	3.332272967971e-11	4.528423102293e+08
85.00000000	3.381477629218e-11	4.595290230789e+08
86.00000000	3.430112073192e-11	4.661382457259e+08
87.00000000	3.478183444080e-11	4.726709490362e+08
88.00000000	3.525699384398e-11	4.791281715966e+08
89.00000000	3.572667965322e-11	4.855110102472e+08
90.00000000	3.619097622024e-11	4.918206112931e+08
91.00000000	3.664997093791e-11	4.980581623680e+08
92.00000000	3.710375368734e-11	5.042248849196e+08
93.00000000	3.755241632852e-11	5.103220272875e+08
94.00000000	3.799605223244e-11	5.163508583455e+08
95.00000000	3.843475585256e-11	5.223126616776e+08
96.00000000	3.886862233340e-11	5.282087302592e+08
97.00000000	3.929774715436e-11	5.340403616161e+08
98.00000000	3.972222580649e-11	5.398088534331e+08
99.00000000	4.014215350050e-11	5.455154995846e+08
100.00000000	4.055762490380e-11	5.511615865622e+08
101.00000000	4.096873390497e-11	5.567483902735e+08
102.00000000	4.137557340373e-11	5.622771731878e+08
103.00000000	4.177823512471e-11	5.677491818055e+08
104.00000000	4.217680945339e-11	5.731656444282e+08
105.00000000	4.257138529261e-11	5.785277692094e+08
106.00000000	4.296204993820e-11	5.838367424638e+08
107.00000000	4.334888897224e-11	5.890937272170e+08
108.00000000	4.373198617264e-11	5.942998619766e+08
